Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State,Postal Code,Region,Category,Sub-Category,Product Name,Product ID,Sales,Quantity,Discount,Profit,Cost of Sale,RegionManager,Returned
2188,CA-2021-143063,2021-08-10,2021-08-15,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Envelopes,Staple envelope,OFF-EN-10004773,70.08,6,0,35.04,385.44,Roxanne Rodriguez,FALSE
2189,CA-2021-143063,2021-08-10,2021-08-15,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Columbus,Indiana,47201,Central,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",FUR-FU-10003708,121.3,2,0,25.473,217.127,Roxanne Rodriguez,FALSE
2190,CA-2021-143063,2021-08-10,2021-08-15,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Columbus,Indiana,47201,Central,Technology,Phones,Aastra 57i VoIP phone,TEC-PH-10003645,1454.49,9,0,378.1674,12712.2426,Roxanne Rodriguez,FALSE
2191,CA-2020-118913,2020-06-25,2020-06-29,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,OFF-AP-10000692,60.81,3,0,17.0268,165.4032,Sadie Pawthorne,FALSE
2192,CA-2020-128412,2020-12-10,2020-12-17,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,OFF-BI-10001718,153.552,3,0.2,51.8238,408.8322,Sadie Pawthorne,FALSE
2193,CA-2020-128412,2020-12-10,2020-12-17,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Appliances,Holmes HEPA Air Purifier,OFF-AP-10002082,65.34,3,0,22.869,173.151,Sadie Pawthorne,FALSE
2194,CA-2020-128412,2020-12-10,2020-12-17,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,Xerox 1988,OFF-PA-10001125,123.92,4,0,55.764,439.916,Sadie Pawthorne,FALSE
2195,CA-2020-128412,2020-12-10,2020-12-17,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,OFF-AP-10000252,35.1,3,0,12.285,93.015,Sadie Pawthorne,FALSE
2196,CA-2020-128412,2020-12-10,2020-12-17,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,TEC-AC-10003038,44.75,5,0,8.5025,215.2475,Sadie Pawthorne,FALSE
2197,CA-2020-136483,2020-12-01,2020-12-06,Standard Class,AG-10390,Allen Goldenen,Consumer,United States,Knoxville,Tennessee,37918,South,Office Supplies,Art,Newell 343,OFF-AR-10000940,4.704,2,0.2,0.4116,8.9964,Fred Suzuki,TRUE
2198,CA-2018-163013,2018-11-28,2018-12-04,Standard Class,BF-11080,Bart Folk,Consumer,United States,Montgomery,Alabama,36116,South,Office Supplies,Art,Newell 331,OFF-AR-10001954,14.67,3,0,3.9609,40.0491,Fred Suzuki,FALSE
2199,CA-2019-135363,2019-03-28,2019-04-02,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,Xerox 1999,OFF-PA-10003177,15.552,3,0.2,5.4432,41.2128,Chuck Magee,FALSE
2200,CA-2019-135363,2019-03-28,2019-04-02,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,OFF-PA-10000533,5.232,1,0.2,1.7004,3.5316,Chuck Magee,FALSE
2201,US-2018-165659,2018-06-01,2018-06-06,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Little Rock,Arkansas,72209,South,Furniture,Furnishings,3M Hangers With Command Adhesive,FUR-FU-10001935,22.2,6,0,9.102,124.098,Fred Suzuki,FALSE
2202,US-2018-165659,2018-06-01,2018-06-06,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Little Rock,Arkansas,72209,South,Technology,Phones,Adtran 1202752G1,TEC-PH-10002563,881.93,7,0,229.3018,5944.2082,Fred Suzuki,FALSE
2203,CA-2019-138002,2019-09-06,2019-09-12,Standard Class,BT-11305,Beth Thompson,Home Office,United States,Seattle,Washington,98103,West,Office Supplies,Binders,Acco Hanging Data Binders,OFF-BI-10002160,6.096,2,0.2,2.1336,10.0584,Sadie Pawthorne,FALSE
2204,CA-2019-138002,2019-09-06,2019-09-12,Standard Class,BT-11305,Beth Thompson,Home Office,United States,Seattle,Washington,98103,West,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",FUR-FU-10004748,191.82,3,0,74.8098,500.6502,Sadie Pawthorne,FALSE
2205,CA-2019-128860,2019-06-29,2019-07-05,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Lancaster,Pennsylvania,17602,East,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",FUR-FU-10004980,20.104,1,0.2,1.7591,18.3449,Chuck Magee,FALSE
2206,CA-2020-164350,2020-09-10,2020-09-12,Second Class,CG-12040,Catherine Glotzbach,Home Office,United States,Bristol,Tennessee,37620,South,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",OFF-AR-10000538,67.56,3,0.2,8.445,194.235,Fred Suzuki,FALSE
2207,US-2018-103905,2018-07-14,2018-07-20,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,Aurora,Illinois,60505,Central,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,OFF-BI-10001098,29.932,7,0.8,-46.3946,255.9186,Roxanne Rodriguez,FALSE
2208,US-2018-103905,2018-07-14,2018-07-20,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,Aurora,Illinois,60505,Central,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,TEC-PH-10001552,38.272,4,0.2,3.8272,149.2608,Roxanne Rodriguez,FALSE
2209,CA-2019-129854,2019-08-22,2019-08-26,Standard Class,RB-19705,Roger Barcio,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,Newell Chalk Holder,OFF-AR-10000390,16.52,4,0,7.5992,58.4808,Chuck Magee,FALSE
2210,CA-2018-125556,2018-11-14,2018-11-16,Second Class,ML-17410,Maris LaWare,Consumer,United States,Fairfield,Connecticut,6824,East,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,TEC-PH-10001079,832.93,7,0,233.2204,5597.2896,Chuck Magee,FALSE
2211,CA-2018-125556,2018-11-14,2018-11-16,Second Class,ML-17410,Maris LaWare,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Binders,Acco 3-Hole Punch,OFF-BI-10003460,43.8,10,0,21.024,416.976,Chuck Magee,FALSE
2212,CA-2020-162313,2020-11-27,2020-11-30,First Class,VB-21745,Victoria Brennan,Corporate,United States,Lincoln Park,Michigan,48146,Central,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,OFF-AP-10003842,167.292,6,0.1,29.7408,974.0112,Roxanne Rodriguez,FALSE
2213,CA-2021-107874,2021-11-21,2021-11-25,Standard Class,SW-20275,Scott Williamson,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,FUR-FU-10003535,27.42,1,0,11.2422,16.1778,Chuck Magee,FALSE
2214,CA-2021-129378,2021-10-01,2021-10-02,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123,West,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,OFF-BI-10002012,1.44,1,0.2,0.504,0.936,Sadie Pawthorne,FALSE
2215,CA-2021-129378,2021-10-01,2021-10-02,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123,West,Office Supplies,Binders,Storex Dura Pro Binders,OFF-BI-10004364,61.776,13,0.2,20.8494,782.2386,Sadie Pawthorne,FALSE
2216,CA-2021-129378,2021-10-01,2021-10-02,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123,West,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",OFF-AP-10000576,241.96,2,0,60.49,423.43,Sadie Pawthorne,FALSE
2217,CA-2021-129378,2021-10-01,2021-10-02,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123,West,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",FUR-CH-10000553,108.608,4,0.2,9.5032,424.9288,Sadie Pawthorne,FALSE
2218,CA-2018-151953,2018-09-20,2018-09-25,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,Nontoxic Chalk,OFF-AR-10003469,2.816,2,0.2,0.9856,4.6464,Fred Suzuki,FALSE
2219,CA-2021-130841,2021-07-28,2021-08-01,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Binders,Zipper Ring Binder Pockets,OFF-BI-10000145,9.984,4,0.2,3.6192,36.3168,Sadie Pawthorne,FALSE
2220,CA-2021-130841,2021-07-28,2021-08-01,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Storage,Super Decoflex Portable Personal File,OFF-ST-10001580,14.98,1,0,4.1944,10.7856,Sadie Pawthorne,FALSE
2221,CA-2021-130841,2021-07-28,2021-08-01,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,San Francisco,California,94110,West,Technology,Phones,Wilson Electronics DB Pro Signal Booster,TEC-PH-10001817,1145.6,4,0.2,100.24,4482.16,Sadie Pawthorne,FALSE
2222,CA-2019-131884,2019-12-06,2019-12-06,Same Day,DK-13375,Dennis Kane,Consumer,United States,Marion,Ohio,43302,East,Technology,Phones,Polycom SoundStation2 EX Conference?phone,TEC-PH-10001578,485.94,2,0.4,-89.089,1060.969,Chuck Magee,FALSE
2223,CA-2019-131884,2019-12-06,2019-12-06,Same Day,DK-13375,Dennis Kane,Consumer,United States,Marion,Ohio,43302,East,Office Supplies,Art,Newell 312,OFF-AR-10004078,37.376,8,0.2,4.672,294.336,Chuck Magee,FALSE
2224,CA-2019-131884,2019-12-06,2019-12-06,Same Day,DK-13375,Dennis Kane,Consumer,United States,Marion,Ohio,43302,East,Furniture,Chairs,Global Low Back Tilter Chair,FUR-CH-10004860,70.686,1,0.3,-24.2352,94.9212,Chuck Magee,FALSE
2225,CA-2021-121909,2021-07-31,2021-08-05,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,Xerox 1991,OFF-PA-10003790,54.816,3,0.2,17.8152,146.6328,Chuck Magee,FALSE
2226,CA-2020-106383,2020-03-19,2020-03-21,Second Class,BT-11440,Bobby Trafton,Consumer,United States,Littleton,Colorado,80122,West,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",FUR-BO-10002202,72.294,1,0.7,-98.8018,171.0958,Sadie Pawthorne,FALSE
2227,CA-2021-130771,2021-07-29,2021-08-03,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Fasteners,Assorted Color Push Pins,OFF-FA-10003059,2.896,2,0.2,0.4706,5.3214,Roxanne Rodriguez,FALSE
2228,CA-2021-130771,2021-07-29,2021-08-03,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Austin,Texas,78745,Central,Technology,Phones,Cisco SPA301,TEC-PH-10002496,124.792,1,0.2,15.599,109.193,Roxanne Rodriguez,FALSE
2229,CA-2020-139157,2020-10-01,2020-10-05,Standard Class,GM-14680,Greg Matthias,Consumer,United States,New York City,New York,10024,East,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",FUR-TA-10003238,330.588,1,0.4,-115.7058,446.2938,Chuck Magee,FALSE
2230,CA-2018-128055,2018-03-31,2018-04-05,Standard Class,AA-10315,Alex Avila,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,OFF-BI-10004390,673.568,2,0.2,252.588,1094.548,Sadie Pawthorne,FALSE
2231,CA-2018-128055,2018-03-31,2018-04-05,Standard Class,AA-10315,Alex Avila,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,OFF-AP-10002765,52.98,2,0,14.8344,91.1256,Sadie Pawthorne,FALSE
2232,CA-2021-157091,2021-06-26,2021-07-01,Standard Class,DB-13405,Denny Blanton,Consumer,United States,La Porte,Indiana,46350,Central,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,FUR-FU-10000293,526.45,5,0,31.587,2600.663,Roxanne Rodriguez,FALSE
2233,CA-2021-132122,2021-07-09,2021-07-14,Standard Class,JH-15820,John Huston,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,OFF-ST-10003692,228.92,5,0.2,14.3075,1130.2925,Roxanne Rodriguez,FALSE
2234,CA-2019-123232,2019-12-14,2019-12-16,Second Class,DJ-13630,Doug Jacobs,Consumer,United States,Portland,Oregon,97206,West,Technology,Phones,HTC One,TEC-PH-10001051,319.968,4,0.2,35.9964,1243.8756,Sadie Pawthorne,FALSE
2235,CA-2021-104066,2021-12-05,2021-12-10,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Burlington,Vermont,5401,East,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,TEC-AC-10001013,205.03,7,0,67.6599,1367.5501,Chuck Magee,FALSE
2236,CA-2019-145849,2019-09-15,2019-09-17,Second Class,CT-11995,Carol Triggs,Consumer,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,OFF-ST-10000025,190.86,2,0,11.4516,370.2684,Roxanne Rodriguez,FALSE
2237,CA-2019-145849,2019-09-15,2019-09-17,Second Class,CT-11995,Carol Triggs,Consumer,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,OFF-AR-10000817,24.32,8,0,8.2688,186.2912,Roxanne Rodriguez,FALSE
2238,CA-2020-122322,2020-07-15,2020-07-21,Standard Class,RH-19510,Rick Huthwaite,Home Office,United States,Provo,Utah,84604,West,Office Supplies,Supplies,Fiskars Home & Office Scissors,OFF-SU-10000952,44.4,5,0,12.432,209.568,Sadie Pawthorne,FALSE
2239,CA-2021-166849,2021-04-20,2021-04-26,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,FUR-FU-10004597,44.4,2,0.6,-52.17,140.97,Roxanne Rodriguez,FALSE
2240,CA-2020-146633,2020-11-15,2020-11-17,Second Class,TG-21310,Toby Gnade,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,OFF-BI-10003527,1016.792,1,0.2,381.297,635.495,Sadie Pawthorne,FALSE
2241,CA-2020-146633,2020-11-15,2020-11-17,Second Class,TG-21310,Toby Gnade,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,OFF-BI-10002982,38.136,7,0.2,13.3476,253.6044,Sadie Pawthorne,FALSE
2242,US-2020-126893,2020-11-26,2020-12-01,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,Mitel MiVoice 5330e IP Phone,TEC-PH-10004165,494.982,3,0.4,-115.4958,1600.4418,Chuck Magee,FALSE
2243,CA-2021-103380,2021-11-21,2021-11-25,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,Office Supplies,Storage,Eldon Portable Mobile Manager,OFF-ST-10003442,56.56,2,0,15.2712,97.8488,Sadie Pawthorne,TRUE
2244,CA-2021-103380,2021-11-21,2021-11-25,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,Office Supplies,Art,Newell 344,OFF-AR-10003856,5.56,2,0,1.4456,9.6744,Sadie Pawthorne,TRUE
2245,CA-2021-103380,2021-11-21,2021-11-25,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,OFF-FA-10004248,9.02,2,0,3.5178,14.5222,Sadie Pawthorne,TRUE
2246,CA-2021-103380,2021-11-21,2021-11-25,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",OFF-AP-10001492,8.62,1,0,2.2412,6.3788,Sadie Pawthorne,TRUE
2247,CA-2021-103380,2021-11-21,2021-11-25,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,Technology,Phones,Mitel MiVoice 5330e IP Phone,TEC-PH-10004165,659.976,3,0.2,49.4982,1930.4298,Sadie Pawthorne,TRUE
2248,CA-2019-116092,2019-02-15,2019-02-18,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,Xerox 1959,OFF-PA-10004285,13.36,2,0,6.4128,20.3072,Sadie Pawthorne,TRUE
2249,CA-2019-116092,2019-02-15,2019-02-18,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",OFF-BI-10001628,41.72,5,0.2,13.0375,195.5625,Sadie Pawthorne,TRUE
2250,CA-2019-116092,2019-02-15,2019-02-18,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,Avery Durable Binders,OFF-BI-10000546,11.52,5,0.2,4.176,53.424,Sadie Pawthorne,TRUE
2251,CA-2019-116092,2019-02-15,2019-02-18,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,OFF-AP-10001391,541.44,6,0,157.0176,3091.6224,Sadie Pawthorne,TRUE
2252,CA-2019-116092,2019-02-15,2019-02-18,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,Xerox 22,OFF-PA-10004992,19.44,3,0,9.3312,48.9888,Sadie Pawthorne,TRUE
2253,CA-2020-117849,2020-04-15,2020-04-17,Second Class,JK-16120,Julie Kriz,Home Office,United States,San Diego,California,92105,West,Office Supplies,Paper,Xerox 1911,OFF-PA-10004327,143.7,3,0,68.976,362.124,Sadie Pawthorne,FALSE
2254,CA-2019-169201,2019-09-28,2019-10-01,First Class,HG-14965,Henry Goldwyn,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Appliances,Holmes Odor Grabber,OFF-AP-10000696,43.26,3,0,14.2758,115.5042,Sadie Pawthorne,FALSE
2255,CA-2019-169201,2019-09-28,2019-10-01,First Class,HG-14965,Henry Goldwyn,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Appliances,Holmes HEPA Air Purifier,OFF-AP-10002082,43.56,2,0,15.246,71.874,Sadie Pawthorne,FALSE
2256,CA-2020-164091,2020-09-17,2020-09-22,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Bangor,Maine,4401,East,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,TEC-PH-10001944,437.85,3,0,131.355,1182.195,Chuck Magee,FALSE
2257,CA-2020-164091,2020-09-17,2020-09-22,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Bangor,Maine,4401,East,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",FUR-FU-10004952,109.48,2,0,33.9388,185.0212,Chuck Magee,FALSE
2258,CA-2021-105214,2021-06-16,2021-06-19,First Class,TS-21610,Troy Staebel,Consumer,United States,San Francisco,California,94122,West,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,FUR-CH-10000015,1212.96,7,0.2,90.972,8399.748,Sadie Pawthorne,FALSE
2259,CA-2021-105214,2021-06-16,2021-06-19,First Class,TS-21610,Troy Staebel,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",OFF-PA-10001776,18.54,2,0,8.7138,28.3662,Sadie Pawthorne,FALSE
2260,CA-2019-117611,2019-11-08,2019-11-10,Second Class,MZ-17335,Maria Zettner,Home Office,United States,San Diego,California,92024,West,Office Supplies,Fasteners,Advantus Plastic Paper Clips,OFF-FA-10002280,5,1,0,2.4,2.6,Sadie Pawthorne,FALSE
2261,CA-2019-117611,2019-11-08,2019-11-10,Second Class,MZ-17335,Maria Zettner,Home Office,United States,San Diego,California,92024,West,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,TEC-AC-10002049,371.97,3,0,66.9546,1048.9554,Sadie Pawthorne,FALSE
2262,US-2019-137960,2019-12-18,2019-12-18,Same Day,MW-18220,Mitch Webber,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,Imation Bio 8GB USB?Flash Drive Imation?Corp,TEC-AC-10002253,166.24,1,0,24.936,141.304,Chuck Magee,FALSE
2263,CA-2021-122994,2021-02-06,2021-02-09,First Class,MV-17485,Mark Van Huff,Consumer,United States,Arlington,Virginia,22204,South,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",FUR-BO-10004015,359.97,3,0,79.1934,1000.7166,Fred Suzuki,FALSE
2264,CA-2020-131065,2020-11-14,2020-11-16,Second Class,AA-10375,Allen Armold,Consumer,United States,Atlanta,Georgia,30318,South,Technology,Accessories,Logitech diNovo Edge Keyboard,TEC-AC-10004145,499.98,2,0,114.9954,884.9646,Fred Suzuki,FALSE
2265,CA-2020-131065,2020-11-14,2020-11-16,Second Class,AA-10375,Allen Armold,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),OFF-PA-10002479,5.28,1,0,2.376,2.904,Fred Suzuki,FALSE
2266,CA-2020-131065,2020-11-14,2020-11-16,Second Class,AA-10375,Allen Armold,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",OFF-BI-10004970,8.26,2,0,3.8822,12.6378,Fred Suzuki,FALSE
2267,CA-2021-149146,2021-10-12,2021-10-12,Same Day,SM-20320,Sean Miller,Home Office,United States,Monroe,North Carolina,28110,South,Office Supplies,Paper,Xerox 1989,OFF-PA-10003919,7.968,2,0.2,2.6892,13.2468,Fred Suzuki,FALSE
2268,CA-2021-137470,2021-09-17,2021-09-17,Same Day,TP-21415,Tom Prescott,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Paper,Xerox 1984,OFF-PA-10002001,12.96,2,0,6.3504,19.5696,Sadie Pawthorne,FALSE
2269,CA-2021-105480,2021-12-20,2021-12-26,Standard Class,DK-13225,Dean Katz,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Paper,Xerox 227,OFF-PA-10002787,6.48,1,0,3.1104,3.3696,Chuck Magee,FALSE
2270,CA-2021-105480,2021-12-20,2021-12-26,Standard Class,DK-13225,Dean Katz,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,OFF-BI-10003291,6.984,1,0.2,2.3571,4.6269,Chuck Magee,FALSE
2271,CA-2021-164917,2021-12-02,2021-12-07,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Miami,Florida,33180,South,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,OFF-AR-10004344,47.96,5,0.2,4.1965,235.6035,Fred Suzuki,FALSE
2272,CA-2019-102036,2019-09-21,2019-09-27,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,OFF-ST-10003123,199.74,6,0,47.9376,1150.5024,Sadie Pawthorne,FALSE
2273,CA-2019-142944,2019-03-06,2019-03-11,Standard Class,JL-15850,John Lucas,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,FUR-FU-10000308,435.26,7,0,95.7572,2951.0628,Sadie Pawthorne,FALSE
2274,CA-2019-142944,2019-03-06,2019-03-11,Standard Class,JL-15850,John Lucas,Consumer,United States,San Francisco,California,94122,West,Technology,Copiers,Canon PC1060 Personal Laser Copier,TEC-CO-10003763,1119.984,2,0.2,377.9946,1861.9734,Sadie Pawthorne,FALSE
2275,CA-2018-157882,2018-10-03,2018-10-08,Second Class,AR-10405,Allen Rosenblatt,Corporate,United States,Los Angeles,California,90036,West,Furniture,Tables,Bevis Round Conference Room Tables and Bases,FUR-TA-10001866,143.432,1,0.2,3.5858,139.8462,Sadie Pawthorne,FALSE
2276,CA-2018-157882,2018-10-03,2018-10-08,Second Class,AR-10405,Allen Rosenblatt,Corporate,United States,Los Angeles,California,90036,West,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",FUR-CH-10002774,122.352,3,0.2,13.7646,353.2914,Sadie Pawthorne,FALSE
2277,CA-2018-104283,2018-06-27,2018-07-01,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",OFF-ST-10004337,306.2,5,0,0,1531,Fred Suzuki,FALSE
2278,CA-2018-104283,2018-06-27,2018-07-01,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South,Furniture,Tables,KI Adjustable-Height Table,FUR-TA-10004086,85.98,1,0,22.3548,63.6252,Fred Suzuki,FALSE
2279,CA-2018-104283,2018-06-27,2018-07-01,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,TEC-AC-10000109,223.96,4,0,53.7504,842.0896,Fred Suzuki,FALSE
2280,CA-2021-142622,2021-10-30,2021-11-02,First Class,JK-15625,Jim Karlsson,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,Novimex Fabric Task Chair,FUR-CH-10003833,97.568,2,0.2,-6.098,201.234,Sadie Pawthorne,FALSE
2281,CA-2021-142622,2021-10-30,2021-11-02,First Class,JK-15625,Jim Karlsson,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,Global Super Steno Chair,FUR-CH-10004289,614.272,8,0.2,-23.0352,4937.2112,Sadie Pawthorne,FALSE
2282,CA-2021-142622,2021-10-30,2021-11-02,First Class,JK-15625,Jim Karlsson,Consumer,United States,Seattle,Washington,98115,West,Furniture,Bookcases,Bestar Classic Bookcase,FUR-BO-10004467,199.98,2,0,37.9962,361.9638,Sadie Pawthorne,FALSE
2283,CA-2020-132143,2020-09-03,2020-09-05,First Class,FM-14215,Filia McAdams,Corporate,United States,Middletown,Connecticut,6457,East,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16?? x 11??",OFF-PA-10002713,48.16,7,0,22.1536,314.9664,Chuck Magee,FALSE
